ca0	-40.91961583751394	ca1	-39.74336803342431	ca2	-33.45084004683379	
ca0	-61.879216795003046	ca1	-54.9394722562382	ca2	-44.46270787949367	
ca0	-72.87103056024341	ca1	-70.479695235292	ca2	-63.12093965220852	
ca0	-44.5667077437937	ca1	-43.68520458135856	ca2	-38.16775850823027	
ca0	-87.75985805923953	ca1	-87.45500468554339	ca2	-80.49657503592907	
ca0	-33.34019040394156	ca1	-28.293666551488663	ca2	-22.648775254391094	
ca0	-25.293944918398527	ca1	-23.33901134535829	ca2	-18.344679818073843	
ca0	-29.97137983979305	ca1	-27.077170390702697	ca2	-22.823027531051704	
ca0	-129.363866842884	ca1	-132.21348672466812	ca2	-140.86149054049366	
ca0	-62.930509679359794	ca1	-58.11498640337398	ca2	-51.067543691733476	
ca0	-50.38652775278215	ca1	-51.72402594894579	ca2	-50.01557106552738	
ca0	-114.23760199653073	ca1	-118.1463461522642	ca2	-115.8998228820839	
ca0	-80.49355821542791	ca1	-85.60924155251531	ca2	-79.96047381722822	
ca0	-32.26209132759012	ca1	-28.770676583497234	ca2	-24.460312072875745	
ca0	-32.91234761158171	ca1	-27.82207801988519	ca2	-22.994982083838483	
ca0	-75.26492836845748	ca1	-74.88357553470527	ca2	-68.25857304317064	
ca0	-31.871951048270127	ca1	-26.011737455554204	ca2	-18.577855338157217	
ca0	-45.7547835351613	ca1	-40.390840226742604	ca2	-33.82369949299264	
ca0	-30.735606539280187	ca1	-27.242017158800873	ca2	-18.22630965925659	
ca0	-45.15797030727852	ca1	-42.8466799635318	ca2	-37.60268030701193	
ca0	-39.291611531434484	ca1	-34.945522370313924	ca2	-28.207528449346217	
ca0	-27.492287050509603	ca1	-23.770432817806476	ca2	-19.503481327307362	
ca0	-26.78146048161512	ca1	-22.53823779481435	ca2	-18.080803803071518	
ca0	-44.32352406520723	ca1	-36.528104539420774	ca2	-27.268944457923794	
ca0	-40.348965668591816	ca1	-34.261722296878105	ca2	-29.359571077774813	
ca0	-26.755990488808376	ca1	-25.03950772491519	ca2	-20.619225166610427	
ca0	-29.58275198197232	ca1	-26.8002241925748	ca2	-22.4469845821719	
ca0	-41.45016519448895	ca1	-37.414864029770214	ca2	-35.33954822784472	
ca0	-167.22765466123255	ca1	-181.17024339072194	ca2	-186.14969405925208	
ca0	-102.91570839706867	ca1	-104.73102008704097	ca2	-105.45588478542902	
ca0	-55.360032001485735	ca1	-55.15867208652617	ca2	-51.281389930362835	
ca0	-45.762843750241935	ca1	-42.33301620610611	ca2	-33.435658857312426	
ca0	-48.12235981303028	ca1	-47.68110384932473	ca2	-45.18505626916104	
ca0	-36.597853527601714	ca1	-32.61201775669078	ca2	-26.745129111934066	
ca0	-36.97967659389636	ca1	-33.001200192551465	ca2	-28.55652609657593	
ca0	-26.240923870785345	ca1	-23.977771549209816	ca2	-17.507819504787612	
ca0	-48.06496941285286	ca1	-46.99493467188314	ca2	-35.07432767474073	
ca0	-45.01702159057876	ca1	-43.367456332315506	ca2	-37.36597294437577	
ca0	-48.227332085259114	ca1	-41.957475998545036	ca2	-34.37922473710626	
ca0	-58.18541827603747	ca1	-51.57776451515007	ca2	-47.107767780755545	
ca0	-116.14475600905924	ca1	-115.52134757504922	ca2	-116.30387051273699	
ca0	-93.1099103898639	ca1	-94.24585168406087	ca2	-94.51456292178933	
ca0	-84.51451817893123	ca1	-88.74784264980063	ca2	-90.17385758875662	
ca0	-47.08814997027194	ca1	-42.69948526005605	ca2	-39.94123524836097	
ca0	-67.09247836835308	ca1	-69.85363794015713	ca2	-71.77479226887428	
ca0	-39.62382556788099	ca1	-35.27595037348988	ca2	-28.670581958401616	
ca0	-92.98814668419405	ca1	-90.89192021887332	ca2	-89.34673509059421	
ca0	-48.65436076625683	ca1	-46.76430436776789	ca2	-46.922735968875436	
ca0	-40.52326157325	ca1	-35.271420033060004	ca2	-34.44402361345818	
ca0	-49.16285510514518	ca1	-44.238076395837886	ca2	-36.7505159074271	
